Season,Label,TeamOneID,TeamTwoID,TeamOneSeed,TeamTwoSeed,SeedDiff
1985,1,1116,1234,9,8,1
1985,0,1116,1385,9,1,8
1985,1,1207,1385,1,1,0
1985,0,1246,1385,12,1,11
1985,0,1380,1385,16,1,15
1985,0,1301,1385,3,1,2
1985,1,1120,1345,11,6,5
1985,1,1120,1242,11,3,8
1985,0,1120,1314,11,2,9
1985,0,1292,1314,15,2,13
1985,1,1207,1250,1,16,-15
1985,1,1207,1396,1,8,-7
1985,1,1207,1260,1,4,-3
1985,0,1233,1260,13,4,9
1985,1,1207,1210,1,2,-1
1985,0,1207,1437,1,8,-7
1985,0,1268,1437,5,8,-3
1985,0,1272,1437,2,8,-6
1985,0,1173,1437,9,8,1
1985,0,1314,1437,2,8,-6
1985,0,1276,1437,1,8,-7
1985,1,1229,1425,9,8,1
1985,0,1229,1328,9,1,8
1985,0,1256,1328,5,1,4
1985,0,1299,1328,16,1,15
1985,1,1272,1328,2,1,1
1985,1,1242,1325,3,14,-11
1985,1,1246,1449,12,5,7
1985,1,1246,1424,12,4,8
1985,0,1361,1424,13,4,9
1985,1,1256,1338,5,12,-7
1985,1,1256,1326,5,4,1
1985,0,1235,1326,13,4,9
1985,1,1323,1333,7,10,-3
1985,0,1330,1374,12,5,7
1985,1,1260,1374,4,5,-1
1985,1,1396,1439,8,9,-1
1985,1,1104,1112,7,10,-3
1985,1,1104,1433,7,2,5
1985,0,1267,1433,15,2,13
1985,0,1104,1301,7,3,4
1985,1,1130,1403,11,6,5
1985,1,1130,1181,11,3,8
1985,0,1130,1272,11,2,9
1985,1,1181,1337,3,14,-11
1985,1,1208,1455,6,11,-5
1985,0,1208,1228,6,3,3
1985,1,1210,1228,2,3,-1
1985,1,1210,1273,2,15,-13
1985,1,1210,1393,2,7,-5
1985,0,1177,1393,10,7,3
1985,1,1228,1318,3,14,-11
1985,1,1268,1275,5,12,-7
1985,1,1268,1298,5,13,-8
1985,0,1261,1298,4,13,-9
1985,1,1272,1335,2,15,-13
1985,1,1272,1412,2,7,-5
1985,0,1277,1412,10,7,3
1985,0,1192,1276,16,1,15
1985,1,1301,1305,3,14,-11
1985,1,1301,1431,3,11,-8
1985,0,1409,1431,6,11,-5
1985,1,1314,1323,2,7,-5
1986,1,1133,1431,7,10,-3
1986,0,1133,1257,7,2,5
1986,0,1181,1257,1,2,-1
1986,0,1180,1257,15,2,13
1986,0,1120,1257,8,2,6
1986,1,1177,1438,12,5,7
1986,1,1177,1328,12,4,8
1986,0,1318,1328,13,4,9
1986,0,1177,1181,12,1,11
1986,1,1181,1290,1,16,-15
1986,1,1181,1330,1,8,-7
1986,1,1181,1298,1,7,-6
1986,0,1156,1298,14,7,7
1986,1,1181,1242,1,1,0
1986,1,1207,1403,4,13,-9
1986,0,1207,1277,4,5,-1
1986,1,1242,1277,1,5,-4
1986,1,1210,1265,2,15,-13
1986,1,1210,1437,2,10,-8
1986,0,1210,1261,2,11,-9
1986,0,1246,1261,1,11,-10
1986,1,1257,1261,2,11,-9
1986,1,1242,1299,1,16,-15
1986,1,1242,1396,1,9,-8
1986,0,1239,1396,8,9,-1
1986,1,1242,1301,1,6,-5
1986,0,1114,1301,14,6,8
1986,0,1235,1301,7,6,1
1986,0,1234,1301,11,6,5
1986,1,1261,1345,11,6,5
1986,1,1261,1272,11,3,8
1986,0,1123,1272,14,3,11
1986,1,1277,1449,5,12,-7
1986,1,1314,1428,3,14,-11
1986,1,1314,1412,3,6,-3
1986,0,1281,1412,11,6,5
1986,1,1330,1452,8,9,-1
1986,1,1437,1439,10,7,3
1986,1,1104,1462,5,12,-7
1986,1,1104,1228,5,4,1
1986,0,1193,1228,13,4,9
1986,0,1104,1246,5,1,4
1986,0,1172,1246,16,1,15
1986,1,1114,1323,14,3,11
1986,0,1112,1120,9,8,1
1986,1,1156,1231,14,3,11
1986,1,1156,1386,14,6,8
1986,0,1350,1386,11,6,5
1986,1,1235,1275,7,10,-3
1986,1,1235,1276,7,2,5
1986,0,1103,1276,15,2,13
1986,1,1268,1337,5,12,-7
1986,0,1268,1424,5,4,1
1986,0,1419,1424,13,4,9
1986,1,1120,1424,8,4,4
1986,1,1298,1409,7,10,-3
1986,1,1298,1393,7,2,5
1986,0,1135,1393,15,2,13
1986,0,1286,1385,16,1,15
1986,1,1120,1385,8,1,7
1986,0,1304,1443,9,8,1
1986,1,1246,1443,1,8,-7
1986,1,1257,1314,2,3,-1
1987,1,1104,1299,2,15,-13
1987,1,1104,1309,2,7,-5
1987,0,1140,1309,10,7,3
1987,0,1104,1344,2,6,-4
1987,0,1122,1344,14,6,8
1987,0,1207,1344,1,6,-5
1987,1,1120,1360,8,9,-1
1987,0,1120,1231,8,1,7
1987,0,1181,1231,5,1,4
1987,0,1193,1231,16,1,15
